,datetime,longitude,latitude,source,detectedBy,_id,detection_satellite,rawFileList,GLM_nadir_lat,GLM_nadir_lon,isInStereo,comments,yaw_flip_flag,validation_score,validation_method,triage_score,triage_method,bolideMidRange,maxEnergy,totEnergy,nGroups,startTime,endTime,duration,ground_distance,latLonLinelets,energyRatio,splinelets,groundTrackDeviation,chop,glint,neighborhood,latLonLinearity,hotSpot,medianAlt_stereo_g16,medianSpeed_stereo_g16,medianResDist_stereo_g16,timestamps_stereo_g16,energyJoules_stereo_g16,lat_stereo_g16,lon_stereo_g16,alt_stereo_g16,x_stereo_g16,y_stereo_g16,z_stereo_g16,residual_dist_stereo_g16,medianAlt_stereo_g17,medianSpeed_stereo_g17,medianResDist_stereo_g17,timestamps_stereo_g17,energyJoules_stereo_g17,lat_stereo_g17,lon_stereo_g17,alt_stereo_g17,x_stereo_g17,y_stereo_g17,z_stereo_g17,residual_dist_stereo_g17,medianAlt_stereo_g18,medianSpeed_stereo_g18,medianResDist_stereo_g18,timestamps_stereo_g18,energyJoules_stereo_g18,lat_stereo_g18,lon_stereo_g18,alt_stereo_g18,x_stereo_g18,y_stereo_g18,z_stereo_g18,residual_dist_stereo_g18,medianAlt_stereo_g19,medianSpeed_stereo_g19,medianResDist_stereo_g19,timestamps_stereo_g19,energyJoules_stereo_g19,lat_stereo_g19,lon_stereo_g19,alt_stereo_g19,x_stereo_g19,y_stereo_g19,z_stereo_g19,residual_dist_stereo_g19,geometry,phase,moon_fullness,solarhour,sun_alt_obs,sun_alt_app,date_retrieved
0,"2019-11-18,05:00:17.215231+00:00",-42.37763596,5.358626366,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220500000_e20193220500200_c20193220500228.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220459400_e20193220500000_c20193220500028.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220500200_e20193220500400_c20193220500422.nc']",0,-75.19999695,FALSE,forest,0,0.913612604,20250102_auto_validator_model_G16.pt,0.996008869,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,5,,0,,17,,133596),,datetime.datetime(2019,,11,,18,,5,,0,,17,,296867)]",1.21E-14,1.17E-12,164,627325217.1,627325217.4,0.330358,27.55139123,1.51E-10,0.518479952,0.000278475,3.940190682,0.012195122,8672.193601,0,0.789313495,"[4296.95375873,8123.03139575,9503.80859124,9132.30291753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-42.37763595581055,5.358626365661621)",0.714343362,0.571313276,2.429242634,-51.93470256,-51.93470256,"7/22/2025,2:48:16,AM"
1,"2019-11-18,05:44:36.118872+00:00",-23.53367138,39.14429283,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220544200_e20193220544400_c20193220544424.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220544000_e20193220544200_c20193220544228.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220544400_e20193220545000_c20193220545029.nc']",0,-75.19999695,FALSE,forest,0,0.436722338,20250102_auto_validator_model_G16.pt,0.584478936,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,5,,44,,36,,94837),,datetime.datetime(2019,,11,,18,,5,,44,,36,,142523)]",2.49E-14,4.81E-13,24,627327876.1,627327876.2,0.071337,15.27207893,5.50E-09,0.52943073,0.003734326,0.00903639,0,10068.11859,0,0.999460358,"[,8378.7880277,7756.69580929,11012.74696158,12169.39091973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-23.533671379089355,39.1442928314209)",0.715387368,0.569225264,4.423930527,-30.05927322,-30.05927322,"7/22/2025,2:48:16,AM"
2,"2019-11-18,07:18:17.295723+00:00",-43.93335342,-17.72134495,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220718000_e20193220718200_c20193220718233.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220717400_e20193220718000_c20193220718029.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220718200_e20193220718400_c20193220718421.nc']",0,-75.19999695,FALSE,forest,0,0.668942869,20250102_auto_validator_model_G16.pt,0.707317073,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,7,,18,,17,,265968),,datetime.datetime(2019,,11,,18,,7,,18,,17,,325859)]",4.28E-15,2.03E-13,60,627333497.2,627333497.4,0.131227,9.081301256,1.85E-10,0.40987754,0.001488327,0.008363595,0,3268.190733,0.816666667,0.998317169,"[2720.42204621,9557.5491462,9513.44167624,8081.27786143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-43.933353424072266,-17.72134494781494)",0.717594497,0.564811006,4.625164433,-12.53086227,-12.53086227,"7/22/2025,2:48:16,AM"
3,"2019-11-18,07:25:18.090338+00:00",-34.80772018,-9.919792652,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220725000_e20193220725200_c20193220725231.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220724400_e20193220725000_c20193220725024.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220725200_e20193220725400_c20193220725424.nc']",0,-75.19999695,FALSE,forest,0,0.681986034,20250102_auto_validator_model_G16.pt,0.729933481,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,7,,25,,17,,961018),,datetime.datetime(2019,,11,,18,,7,,25,,18,,110174)]",4.38E-15,1.36E-13,40,627333917.9,627333918.2,0.232701,9.994641596,5.22E-10,0.64098994,0.005948139,0.005236585,0,2777.541274,0,0.999430411,"[,3952.97587516,9805.13978331,10438.97219696,9296.30868486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-34.80772018432617,-9.919792652130127)",0.71775972,0.56448056,5.350402068,-5.571395124,-5.791592312,"7/22/2025,2:48:16,AM"
4,"2019-11-18,09:11:49.871826+00:00",-86.92617035,19.41075134,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220911400_e20193220912000_c20193220912018.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220911200_e20193220911400_c20193220911427.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220912000_e20193220912200_c20193220912228.nc']",0,-75.19999695,TRUE,forest,0,0.908368051,20250102_auto_validator_model_G16.pt,0.977383592,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,9,,11,,49,,824142),,datetime.datetime(2019,,11,,18,,9,,11,,49,,919511)]",2.41E-14,8.41E-13,96,627340309.8,627340310,0.264744,12.25440918,2.69E-10,0.474061735,4.07E-05,1.15590768,0.020833333,7867.505675,0,0.092604728,"[5057.99533832,3305.89500788,4810.46339949,5904.67063102]",88.04150562,1.291406292,4.287551611,"[1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09]","[2.48488592e-15,2.38489792e-15,2.28490992e-15,2.58487393e-15
,2.78484994e-15,2.88483794e-15,2.98482595e-15,3.28478996e-15
,3.48476597e-15,3.58475397e-15,3.78472998e-15,3.98470556e-15
,4.48464559e-15,4.48464559e-15,5.08457361e-15,5.38453762e-15
,5.68450164e-15,6.18444166e-15,6.48440567e-15,6.88435769e-15
,7.68426172e-15,7.78424973e-15,8.18420174e-15,8.88411777e-15
,9.98398582e-15,1.08838779e-14,1.17837699e-14,1.23836979e-14
,1.29836259e-14,1.37835300e-14,1.46834212e-14,1.55833141e-14
,1.66831813e-14,1.76830613e-14,1.81830022e-14,1.80830133e-14
,1.80830133e-14,1.89829062e-14,1.88829174e-14,1.81830022e-14
,1.78830373e-14,1.72831093e-14,1.72831093e-14,1.80830133e-14
,1.91828822e-14,2.08826774e-14,2.26824615e-14,2.42822696e-14
,2.45822344e-14,2.40822936e-14,2.32823895e-14,2.22825095e-14
,2.14826055e-14,2.07826903e-14,1.95828342e-14,1.70831333e-14
,1.52833492e-14,1.37835300e-14,1.12838299e-14,8.68414176e-15
,6.58439367e-15,4.48464559e-15]","[19.13809393,19.13807929,19.1380733,19.13806441,19.13805549,19.1380466
,19.13806875,19.13808127,19.13809233,19.13810631,19.13811885,19.1381129
,19.1381195,19.13811448,19.13811574,19.1381136,19.13809327,19.13807941
,19.13807689,19.13807432,19.13806991,19.13807787,19.13807915,19.13808193
,19.13808322,19.1380845,19.1380703,19.13806655,19.13805989,19.13805615
,19.13805432,19.13807323,19.13810458,19.13813113,19.13815911,19.13818898
,19.13818147,19.13815217,19.13812146,19.13809217,19.13806291,19.13806463
,19.13808152,19.13809835,19.13811707,19.14143789,19.14198173,19.14228438
,19.14345357,19.14474013,19.14661862,19.14924715,19.15231657,19.15481581
,19.16332782,19.1633282,19.16332816,19.16333669,19.16334479,19.16335624
,19.16336624,19.16335498]","[-86.74587074,-86.74586979,-86.74586703,-86.74586987,-86.74587269
,-86.74587552,-86.74588397,-86.74588482,-86.74589222,-86.74589403
,-86.74589489,-86.74590225,-86.74591163,-86.74592085,-86.74592546
,-86.74593658,-86.74592809,-86.74594019,-86.7459523,-86.74597188
,-86.74598399,-86.74599054,-86.74599144,-86.74598581,-86.74598671
,-86.7459876,-86.74598197,-86.74598571,-86.74599504,-86.74599879
,-86.74600256,-86.74600633,-86.74599707,-86.7459934,-86.74599067
,-86.74598794,-86.74599169,-86.74598977,-86.74598692,-86.745985
,-86.7459756,-86.74598678,-86.74599051,-86.74600171,-86.74601291
,-86.7481959,-86.74855711,-86.74875167,-86.74951906,-86.75036264
,-86.75159671,-86.75332441,-86.7553368,-86.75698063,-86.76258414
,-86.76257189,-86.7625606,-86.7625625,-86.76256535,-86.76256917
,-86.76257204,-86.76257581]","[88.03069199,88.03109834,88.02915797,88.02800297,88.02685682,88.02570183
,88.02529368,88.02801081,88.03112346,88.0334463,88.036159,88.03930322
,88.03852891,88.04091143,88.04209981,88.0437001,88.04412477,88.04533707
,88.04653158,88.04773964,88.04893728,88.04932411,88.05203363,88.05433877
,88.05704733,88.05975874,88.06208662,88.06055581,88.05981575,88.05828148
,88.05673871,88.05517138,88.05277338,88.05117177,88.04918125,88.04718664
,88.04565671,88.04647634,88.04768045,88.04849912,88.0493077,88.05087888
,88.05241057,88.05395772,88.05550079,87.15965666,87.01095354,86.92469124
,86.60263215,86.24925444,85.73524031,85.02133667,84.19054041,83.51462436
,81.20882072,81.2107555,81.21229746,81.2115137,81.2103371,81.20876147
,81.20758067,81.20604656]","[347.00587091,347.00602449,347.00622696,347.00588096,347.0055378
,347.00519181,347.00422443,347.00425367,347.00360971,347.00351279
,347.00354061,347.00293705,347.00188282,347.00103891,347.0006093
,346.9995151,347.0004844,346.99928962,346.99806895,346.99605287
,346.99483657,346.99414376,346.99419077,346.99490814,346.99495484
,346.99500246,346.9957574,346.99528442,346.99426471,346.99379062
,346.99331045,346.99278539,346.99357722,346.99382748,346.9939533
,346.99407445,346.99360848,346.99391787,346.99435027,346.99465934
,346.99576494,346.9946547,346.99430464,346.99315978,346.99201025
,346.7045241,346.65694892,346.63097321,346.52954974,346.41810013
,346.25524644,346.02760116,345.76252587,345.54620759,344.80905634
,344.81046197,344.81174527,344.81148424,344.81110087,344.81058641
,344.8101983,344.80973788]","[-6103.19625123,-6103.19716388,-6103.19553411,-6103.1947855
,-6103.19404631,-6103.19329771,-6103.1921542,-6103.19426737
,-6103.19684688,-6103.19854053,-6103.20064897,-6103.2038796
,-6103.20296404,-6103.20545285,-6103.20655696,-6103.20821348
,-6103.20930595,-6103.21102995,-6103.21232333,-6103.21367666
,-6103.21504198,-6103.21515603,-6103.21767278,-6103.21971374
,-6103.22222948,-6103.22474824,-6103.22743093,-6103.22614524
,-6103.22574641,-6103.22445703,-6103.22308999,-6103.22094205
,-6103.21747617,-6103.21497178,-6103.21205359,-6103.20906244
,-6103.2079149,-6103.20974759,-6103.21198936,-6103.21382103
,-6103.21559643,-6103.21708475,-6103.2179366,-6103.21885043
,-6103.21969132,-6102.26572293,-6102.10763495,-6102.0163066
,-6101.67414744,-6101.29859058,-6100.75209835,-6099.99245606
,-6099.10805958,-6098.38850121,-6095.93429823,-6095.93603714
,-6095.93742672,-6095.9363864,-6095.93499674,-6095.93311367
,-6095.93165079,-6095.93063664]","[2100.61324488,2100.61182854,2100.61056367,2100.609248,2100.60793177
,2100.6066161,2100.60882677,2100.61103451,2100.6132166,2100.61544976
,2100.61765778,2100.61805051,2100.61849746,2100.61874071,2100.6192597
,2100.61955339,2100.61754025,2100.61646881,2100.61659007,2100.61671031
,2100.61663277,2100.61760063,2100.61861731,2100.61966022,2100.62067696
,2100.62169352,2100.62094764,2100.62005339,2100.619108,2100.61821398
,2100.6175191,2100.6190103,2100.62154833,2100.62383626,2100.62614926
,2100.62866112,2100.62736964,2100.62453651,2100.62167859,2100.61884553
,2100.61601327,2100.61670601,2100.61899019,2100.62127321,2100.62375509
,2100.6839045,2100.69309627,2100.69707034,2100.71605111,2100.73725028
,2100.76880864,2100.81464825,2100.86902061,2100.91340592,2101.06291357
,2101.06358348,2101.06408008,2101.06472655,2101.06519971,2101.06589725
,2101.06656933,2101.06488053]","[4.28794081,4.28918074,4.29012749,4.29103301,4.29193852,4.29284404
,4.28992576,4.28872484,4.28750397,4.28632434,4.28512342,4.28558405
,4.28457834,4.28759925,4.2908921,4.29437514,4.30043973,4.3010097
,4.30052859,4.29983904,4.29956807,4.29807785,4.29331287,4.28856785
,4.2835931,4.27924769,4.27618417,4.27920802,4.28240042,4.28563406
,4.28844778,4.28915971,4.28844128,4.28768197,4.28715373,4.28620557
,4.28943994,4.29150024,4.29332948,4.29518001,4.29702919,4.29505726
,4.29140285,4.28795956,4.28409635,4.23161845,4.22293824,4.22092446
,4.20636576,4.18993423,4.1648117,4.12723039,4.08146038,4.04381507
,3.91730256,3.91677447,3.91647776,3.91672898,3.91721159,3.91750513
,3.91756761,3.92038387]",88.03738491,1.564789709,4.287551611,"[1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09,1.57409711e+09,1.57409711e+09
,1.57409711e+09,1.57409711e+09]","[4.68462159e-15,5.18456162e-15,5.38453762e-15,5.68450164e-15
,5.68450164e-15,6.18444166e-15,6.68438168e-15,6.88435769e-15
,6.28442966e-15,6.08445365e-15,6.38441767e-15,7.38429771e-15
,7.18432170e-15,6.98434569e-15,7.88423773e-15,8.58415376e-15
,8.58415376e-15,8.48416576e-15,8.88411777e-15,1.03839378e-14
,1.06839018e-14,1.10838539e-14,1.00839738e-14,1.25836739e-14
,1.36835420e-14,1.50833732e-14,1.67831701e-14,1.64832052e-14
,1.79830262e-14,1.85829542e-14,2.01827623e-14,2.19825463e-14
,2.25824744e-14,2.43822584e-14,2.41822824e-14,2.36823416e-14
,2.38823176e-14,2.37823304e-14,2.40822936e-14,2.14826055e-14
,2.07826903e-14,2.03827383e-14,2.02827494e-14,2.00827734e-14
,2.14826055e-14,2.68819577e-14,2.81818009e-14,2.90816904e-14
,2.90816904e-14,2.82817898e-14,2.69819448e-14,2.30824135e-14
,2.03827383e-14,1.80830133e-14,1.28836379e-14,1.22837099e-14
,1.24836859e-14,1.23836979e-14,1.05839138e-14,8.68414176e-15
,6.18444166e-15,3.58475397e-15]","[19.17638519,19.17638163,19.1763841,19.1763833,19.17638247,19.17638168
,19.17637777,19.17637955,19.1763797,19.17638312,19.17638492,19.17638307
,19.17638069,19.17640264,19.17643329,19.17646224,19.17649607,19.1764873
,19.17648047,19.17647173,19.17646489,19.17645954,19.17641826,19.17637865
,19.1763355,19.17629796,19.17625639,19.17627965,19.1763015,19.17632665
,19.17634996,19.17637523,19.17640019,19.17641996,19.17644323,19.17646465
,19.17648603,19.17647513,19.17646075,19.17644797,19.17643523,19.17641933
,19.17640357,19.17638964,19.17637385,19.17923128,19.17969845,19.17998362
,19.18102464,19.18216648,19.18382352,19.18612039,19.18878556,19.1909522
,19.19834613,19.19834178,19.19833907,19.19834985,19.19836227,19.19837636
,19.19838692,19.19840085]","[-86.74688009,-86.74687935,-86.74687689,-86.74687987,-86.74688298
,-86.74688595,-86.74689379,-86.74689443,-86.74690146,-86.74690299
,-86.74690357,-86.74691104,-86.74692018,-86.7469302,-86.74693551
,-86.74694745,-86.7469404,-86.74695263,-86.74696463,-86.74698405
,-86.74699609,-86.74700228,-86.74700205,-86.7469953,-86.74699502
,-86.74699489,-86.74698844,-86.74699298,-86.74700307,-86.74700758
,-86.74701194,-86.74701596,-86.74700654,-86.74700268,-86.74699983
,-86.74699688,-86.7470014,-86.74699996,-86.74699746,-86.74699598
,-86.7469871,-86.74699781,-86.74700067,-86.74701106,-86.74702135
,-86.74919197,-86.74955113,-86.74974522,-86.75050926,-86.75134897
,-86.75257706,-86.75429591,-86.75629753,-86.75793252,-86.76350623
,-86.76349386,-86.76348242,-86.76348446,-86.76348743,-86.76349124
,-86.76349412,-86.76349856]","[88.02657253,88.02697769,88.02503641,88.02388054,88.02273352,88.02157766
,88.02117231,88.0238906,88.02700442,88.0293284,88.03204225,88.03518602
,88.03441268,88.0367923,88.03797752,88.03957446,88.03999331,88.04120506
,88.04240003,88.04360876,88.04480665,88.04519492,88.04790902,88.05021872
,88.05293207,88.05564766,88.05797848,88.05644477,88.05570165,88.05416427
,88.05261879,88.05105077,88.04865345,88.04705256,88.04506254,88.04306885
,88.0415358,88.04235346,88.04355581,88.04437271,88.04517952,88.0467526
,88.04828779,88.04983825,88.05138504,87.1555902,87.00689523,86.92063477
,86.59858927,86.24522691,85.7312363,85.01736791,84.18661466,83.51073401
,81.2050494,81.2069847,81.20852694,81.20774293,81.20656587,81.20498996
,81.20380909,81.20227227]","[346.81853614,346.81864416,346.81879638,346.8184196,346.81802817
,346.81765137,346.81680334,346.81687638,346.81629475,346.81624945
,346.81632981,346.81570624,346.81469635,346.81371143,346.81314617
,346.81189948,346.81260263,346.81138331,346.81018411,346.80819886
,346.80699482,346.80636751,346.80662352,346.80754885,346.80781376
,346.80805199,346.80894999,346.8083358,346.80717638,346.8065606
,346.80596588,346.8054008,346.80622361,346.80650684,346.80665552
,346.80681795,346.80621029,346.80642949,346.80679056,346.80701867
,346.80803441,346.80701096,346.80682115,346.80582749,346.80484755
,346.51971226,346.47252585,346.44664284,346.34586667,346.23515765
,346.07343867,345.84747814,345.58445108,345.36981301,344.63831763
,344.63974603,344.64105051,344.64076995,344.64036548,344.63984671
,344.63945586,344.63887244]","[-6101.79807535,-6101.79858378,-6101.79664601,-6101.7956019
,-6101.79456835,-6101.79352425,-6101.79333218,-6101.79583699
,-6101.79881361,-6101.80089128,-6101.8033908,-6101.8064715
,-6101.80588367,-6101.80738743,-6101.80741617,-6101.80793601
,-6101.8070506,-6101.80858951,-6101.81004006,-6101.81161855
,-6101.81307258,-6101.81367242,-6101.81774426,-6101.82133372
,-6101.82547301,-6101.82940992,-6101.83309292,-6101.83082113
,-6101.82938082,-6101.8270363,-6101.82475047,-6101.82236941
,-6101.81913582,-6101.81687739,-6101.81412965,-6101.81144587
,-6101.80924321,-6101.81040553,-6101.81205189,-6101.81328165
,-6101.81445619,-6101.81658794,-6101.81863131,-6101.82066774
,-6101.82276813,-6100.88568636,-6100.73039246,-6100.63969959
,-6100.3022092,-6099.93192406,-6099.39349927,-6098.64594153
,-6097.77627632,-6097.0688396,-6094.65538689,-6094.65729838
,-6094.6587844,-6094.65766199,-6094.6561141,-6094.65413381
,-6094.65264987,-6094.65071619]","[2104.66249744,2104.66225244,2104.66188145,2104.66142122,2104.66096
,2104.66049977,2104.65995418,2104.66102748,2104.66205672,2104.66317571
,2104.66424949,2104.6650773,2104.66457448,2104.66767005,2104.6712984
,2104.6748809,2104.67859458,2104.67806166,2104.67772871,2104.67719792
,2104.67686465,2104.67642521,2104.67294267,2104.66950516,2104.6658246
,2104.6627381,2104.65910013,2104.66106096,2104.66313007,2104.66528941
,2104.66725155,2104.6694143,2104.67127319,2104.67284352,2104.67465706
,2104.67627291,2104.67803556,2104.67714854,2104.67601879,2104.67493376
,2104.67384805,2104.67267882,2104.67151201,2104.67054339,2104.66937708
,2104.67989478,2104.68087743,2104.68294273,2104.68814866,2104.69380226
,2104.7015953,2104.71188894,2104.72297462,2104.73175877,2104.76162868
,2104.7618,2104.76201668,2104.76289994,2104.76382855,2104.76480316
,2104.765534,2104.76650426]","[4.28794081,4.28918074,4.29012749,4.29103301,4.29193852,4.29284404
,4.28992576,4.28872484,4.28750397,4.28632434,4.28512342,4.28558405
,4.28457834,4.28759925,4.2908921,4.29437514,4.30043973,4.3010097
,4.30052859,4.29983904,4.29956807,4.29807785,4.29331287,4.28856785
,4.2835931,4.27924769,4.27618417,4.27920802,4.28240042,4.28563406
,4.28844778,4.28915971,4.28844128,4.28768197,4.28715373,4.28620557
,4.28943994,4.29150024,4.29332948,4.29518001,4.29702919,4.29505726
,4.29140285,4.28795956,4.28409635,4.23161845,4.22293824,4.22092446
,4.20636576,4.18993423,4.1648117,4.12723039,4.08146038,4.04381507
,3.91730256,3.91677447,3.91647776,3.91672898,3.91721159,3.91750513
,3.91756761,3.92038387]",,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-86.9261703491211,19.410751342773438)",0.720269423,0.559461154,3.651109462,-38.54375811,-38.54375811,"7/22/2025,2:48:16,AM"
5,"2019-11-18,09:14:10.059512+00:00",-32.27466393,-17.65075779,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220914000_e20193220914200_c20193220914230.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220913400_e20193220914000_c20193220914024.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193220914200_e20193220914400_c20193220914539.nc']",0,-75.19999695,FALSE,forest,0,0.202995092,20250102_auto_validator_model_G16.pt,0.435476718,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,9,,14,,10,,13736),,datetime.datetime(2019,,11,,18,,9,,14,,10,,69431)]",7.28E-15,1.38E-13,22,627340450,627340450.1,0.07973,0.021873191,4.36E-10,0.75118525,0.01133667,0.004411328,0,788.1372725,0,0.681016784,"[,3914.28617537,10533.41465796,10745.86572537,9252.80998289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-32.2746639251709,-17.650757789611816)",0.720324467,0.559351066,7.333457239,24.08285428,24.04739023,"7/22/2025,2:48:16,AM"
6,"2019-11-18,10:15:23.173115+00:00",-48.85189247,-36.96602631,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193221015200_e20193221015400_c20193221015425.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193221015000_e20193221015200_c20193221015226.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193221015400_e20193221016000_c20193221016029.nc']",0,-75.19999695,FALSE,forest,0,0.049628139,20250102_auto_validator_model_G16.pt,0.102439024,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,10,,15,,23,,152897),,datetime.datetime(2019,,11,,18,,10,,15,,23,,186848)]",1.81E-14,3.04E-13,30,627344123.1,627344123.2,0.093462,12.51839036,0.00017211,0.404078663,0.0145042,0.007029675,0,3107.34323,0,0.998459668,"[,2529.75212272,10577.66936342,9293.77075352,7123.72926842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-48.85189247131348,-36.966026306152344)",0.721766698,0.556466604,7.248470407,26.13516561,26.10285882,"7/22/2025,2:48:16,AM"
7,"2019-11-18,10:34:57.529949+00:00",-69.55994415,30.79603958,glm-pipeline,G16,1.62019E+18,G16,"['./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193221034400_e20193221035000_c20193221035026.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193221034200_e20193221034400_c20193221034420.nc',,'./2019/1118/./output/G16/2019/1118/OR_GLM-L2-LCFA_G16_s20193221035000_e20193221035200_c20193221035222.nc']",0,-75.19999695,FALSE,forest,0,0.086599961,20250102_auto_validator_model_G16.pt,0.254988914,20241125_forest_fullyTrained_classifier_G16_G17_G18.p,"[datetime.datetime(2019,,11,,18,,10,,34,,57,,520031),,datetime.datetime(2019,,11,,18,,10,,34,,57,,539867)]",3.68E-15,6.22E-14,21,627345297.5,627345297.5,0.039673,3.272991703,1.58E-11,0.499987397,0.001179807,0.002853585,0,6182.950221,15.9047619,0.997724541,"[5956.18029385,4258.79318533,6833.36708962,8037.21154934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT,(-69.55994415283203,30.796039581298828)",0.722227804,0.555544392,6.194087982,-7.27141939,-7.3064446,"7/22/2025,2:48:16,AM"
